make_model,body_type,body_type,km,Gearing Type,price
Audi A3,Sedans,Sedans,142011,Manual,14890
Audi A3,Sedans,Sedans,87100,Manual,13730
Audi A3,Sedans,Sedans,93307,Manual,14920
Audi A3,Sedans,Sedans,119427,Manual,14920
Audi A3,Sedans,Sedans,101287,Manual,14960
Audi A3,Sedans,Sedans,170000,Manual,12400
Audi A3,Sedans,Sedans,291800,Manual,14980
Audi A3,Sedans,Sedans,160000,Manual,15000
Audi A3,Sedans,Sedans,85000,Manual,14000
Audi A3,Station wagon,Station wagon,36000,Manual,15000
Audi A3,Station wagon,Station wagon,140229,Manual,14999
Audi A3,Sedans,Sedans,113000,Manual,14999
Audi A3,Sedans,Sedans,78000,Manual,15500
Audi A3,Sedans,Sedans,19557,Manual,15499
Audi A3,Sedans,Sedans,88000,Manual,15500
Audi A3,Sedans,Sedans,90348,Manual,15620
Audi A3,Sedans,Sedans,96288,Manual,15600
Audi A3,Sedans,Sedans,50700,Manual,15600
Audi A3,Sedans,Sedans,63900,Manual,15600
Audi A3,Sedans,Sedans,138000,Manual,15500
Audi A3,Sedans,Sedans,105149,Manual,15500
Audi A3,Sedans,Sedans,67000,Manual,15500
Audi A3,Sedans,Sedans,80500,Manual,15500
Audi A3,Compact,Compact,80015,Manual,15500
Audi A3,Sedans,Sedans,92000,Manual,15500
Audi A3,Sedans,Sedans,43000,Manual,15333
Audi A3,Sedans,Sedans,50700,Manual,15490
Audi A3,Sedans,Sedans,92067,Manual,15320
Audi A3,Sedans,Sedans,82033,Manual,15376
Audi A3,Sedans,Sedans,120000,Manual,15499
Audi A3,Sedans,Sedans,53852,Manual,15490
Audi A3,Sedans,Sedans,53994,Manual,15490
Audi A3,Sedans,Sedans,46928,Manual,15490
Audi A3,Sedans,Sedans,88000,Manual,15490
Audi A3,Sedans,Sedans,80800,Manual,15480
Audi A3,Sedans,Sedans,79548,Manual,15480
Audi A3,Sedans,Sedans,53262,Manual,15310
Audi A3,Other,Other,108000,Manual,15300
Audi A3,Sedans,Sedans,44182,Manual,15260
Audi A3,Sedans,Sedans,81236,Manual,15250
Audi A3,Sedans,Sedans,76592,Manual,15145
Audi A3,Sedans,Sedans,69994,Manual,15115
Audi A3,Sedans,Sedans,88717,Manual,15105
Audi A3,Sedans,Sedans,77536,Manual,15105
Audi A3,Sedans,Sedans,72929,Manual,15105
Audi A3,Sedans,Sedans,73382,Manual,15105
Audi A3,Sedans,Sedans,109000,Manual,15100
Audi A3,Sedans,Sedans,57100,Manual,15475
Audi A3,Sedans,Sedans,89564,Manual,15065
Audi A3,Sedans,Sedans,144450,Manual,15460
Audi A3,Sedans,Sedans,61050,Manual,15470
Audi A3,Sedans,Sedans,77500,Manual,15450
Audi A3,Sedans,Sedans,77500,Manual,15450
Audi A3,Compact,Compact,116460,Manual,15450
Audi A3,Compact,Compact,200814,Manual,15445
Audi A3,Sedans,Sedans,83916,Manual,15430
Audi A3,Sedans,Sedans,111800,Manual,15430
Audi A3,Sedans,Sedans,59675,Manual,15400
Audi A3,Sedans,Sedans,150000,Manual,15400
Audi A3,Sedans,Sedans,124197,Manual,15380
Audi A3,Sedans,Sedans,37100,Manual,15390
Audi A3,Station wagon,Station wagon,76900,Manual,15380
Audi A3,Sedans,Sedans,88000,Manual,14990
Audi A3,Sedans,Sedans,105700,Manual,14990
Audi A3,Station wagon,Station wagon,105700,Manual,14990
Audi A3,Sedans,Sedans,79900,Manual,14990
Audi A3,Sedans,Sedans,35000,Manual,14990
Audi A3,Sedans,Sedans,87000,Manual,14990
Audi A3,Sedans,Sedans,95235,Manual,14990
Audi A3,Compact,Compact,63058,Manual,14990
Audi A3,Sedans,Sedans,97834,Manual,14980
Audi A3,Sedans,Sedans,65886,Manual,14980
Audi A3,Sedans,Sedans,47400,Manual,14990
Audi A3,Sedans,Sedans,69692,Manual,15380
Audi A3,Sedans,Sedans,102124,Manual,14980
Audi A3,Sedans,Sedans,95671,Manual,15030
Audi A3,Sedans,Sedans,99233,Manual,15030
Audi A3,Sedans,Sedans,92757,Manual,15025
Audi A3,Sedans,Sedans,88346,Manual,15060
Audi A3,Sedans,Sedans,79930,Manual,15025
Audi A3,Sedans,Sedans,83273,Manual,15050
Audi A3,Sedans,Sedans,92062,Manual,15030
Audi A3,Sedans,Sedans,79403,Manual,15020
Audi A3,Sedans,Sedans,160000,Manual,15000
Audi A3,Sedans,Sedans,75000,Manual,15000
Audi A3,Sedans,Sedans,83454,Manual,15020
Audi A3,Sedans,Sedans,35000,Manual,15000
Audi A3,Sedans,Sedans,174000,Manual,15000
Audi A3,Sedans,Sedans,50000,Manual,15000
Audi A3,Sedans,Sedans,96638,Manual,15020
Audi A3,Sedans,Sedans,70000,Manual,15000
Audi A3,Compact,Compact,101000,Manual,15000
Audi A3,Sedans,Sedans,43000,Manual,15000
Audi A3,Sedans,Sedans,75000,Manual,15000
Audi A3,Sedans,Sedans,30000,Manual,13990
Audi A3,Sedans,Sedans,119000,Manual,13990
Audi A3,Compact,Compact,101280,Manual,13990
Audi A3,Sedans,Sedans,149000,Manual,13950
Audi A3,Sedans,Sedans,115694,Manual,13980
Audi A3,Sedans,Sedans,72300,Manual,13950
Audi A3,Sedans,Sedans,138717,Manual,13900
Audi A3,Station wagon,Station wagon,68550,Manual,13900
Audi A3,Station wagon,Station wagon,142000,Manual,13950
Audi A3,Sedans,Sedans,109500,Manual,13900
Audi A3,Sedans,Sedans,158000,Manual,13900
Audi A3,Station wagon,Station wagon,127435,Manual,13900
Audi A3,Sedans,Sedans,67500,Manual,13900
Audi A3,Station wagon,Station wagon,99000,Manual,13900
Audi A3,Sedans,Sedans,75357,Manual,13850
Audi A3,Sedans,Sedans,62900,Manual,13800
Audi A3,Compact,Compact,149170,Manual,13790
Audi A3,Sedans,Sedans,141939,Manual,13780
Audi A3,Sedans,Sedans,97200,Manual,13780
Audi A3,Compact,Compact,93268,Manual,14888
Audi A3,Sedans,Sedans,45450,Manual,13890
Audi A3,Sedans,Sedans,68415,Manual,14880
Audi A3,Sedans,Sedans,165650,Manual,14880
Audi A3,Sedans,Sedans,165650,Manual,14880
Audi A3,Sedans,Sedans,48000,Manual,14850
Audi A3,Sedans,Sedans,117000,Manual,14850
Audi A3,Sedans,Sedans,32200,Manual,14844
Audi A3,Sedans,Sedans,74590,Manual,14840
Audi A3,Sedans,Sedans,80727,Manual,14850
Audi A3,Sedans,Sedans,103000,Manual,14800
Audi A3,Sedans,Sedans,95990,Manual,14840
Audi A3,Sedans,Sedans,97386,Manual,14800
Audi A3,Sedans,Sedans,89294,Manual,14800
Audi A3,Sedans,Sedans,39800,Manual,14700
Audi A3,Sedans,Sedans,179150,Manual,14780
Audi A3,Sedans,Sedans,135887,Manual,14750
Audi A3,Sedans,Sedans,99700,Manual,14700
Audi A3,Station wagon,Station wagon,100500,Manual,14590
Audi A3,Sedans,Sedans,93200,Manual,14500
Audi A3,Compact,Compact,82712,Manual,14530
Audi A3,Sedans,Sedans,89410,Manual,14500
Audi A3,Compact,Compact,78000,Manual,14500
Audi A3,Sedans,Sedans,92400,Manual,14490
Audi A3,Station wagon,Station wagon,110747,Manual,14550
Audi A3,Sedans,Sedans,114000,Manual,14499
Audi A3,Sedans,Sedans,109040,Manual,14480
Audi A3,Sedans,Sedans,113200,Manual,14400
Audi A3,Sedans,Sedans,43721,Manual,14470
Audi A3,Sedans,Sedans,86100,Manual,14440
Audi A3,Station wagon,Station wagon,86100,Manual,14440
Audi A3,Sedans,Sedans,151800,Manual,14300
Audi A3,Sedans,Sedans,82430,Manual,14180
Audi A3,Sedans,Sedans,130000,Manual,14000
Audi A3,Sedans,Sedans,98097,Manual,14950
Audi A3,Compact,Compact,127896,Manual,14950
Audi A3,Sedans,Sedans,65700,Manual,14290
Audi A3,Sedans,Sedans,65900,Manual,14250
Audi A3,Sedans,Sedans,6500,Manual,14250
Audi A3,Sedans,Sedans,95000,Manual,14950
Audi A3,Compact,Compact,66000,Manual,14900
Audi A3,Sedans,Sedans,152000,Manual,14900
Audi A3,Sedans,Sedans,131290,Manual,14900
Audi A3,Sedans,Sedans,72692,Manual,14940
Audi A3,Sedans,Sedans,68450,Manual,14920
Audi A3,Compact,Compact,41400,Manual,14900
Audi A3,Sedans,Sedans,93259,Manual,13690
Audi A3,Sedans,Sedans,112750,Manual,14890
Audi A3,Sedans,Sedans,71168,Manual,14890
Audi A3,Sedans,Sedans,54399,Manual,14890
Audi A3,Sedans,Sedans,128429,Manual,14890
Audi A3,Sedans,Sedans,53411,Manual,14890
Audi A3,Station wagon,Station wagon,73769,Manual,13690
Audi A3,Sedans,Sedans,128429,Manual,14890
Audi A3,Compact,Compact,100619,Manual,13650
Audi A3,Station wagon,Station wagon,87305,Manual,13590
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Compact,Compact,110396,Manual,13500
Audi A3,Sedans,Sedans,154910,Manual,13680
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Compact,Compact,100832,Manual,13500
Audi A3,Compact,Compact,110396,Manual,13500
Audi A3,Compact,Compact,110396,Manual,13500
Audi A3,Sedans,Sedans,160000,Manual,13500
Audi A3,Compact,Compact,100832,Manual,13500
Audi A3,Compact,Compact,100832,Manual,13500
Audi A3,Compact,Compact,100832,Manual,13500
Audi A3,Compact,Compact,100832,Manual,13500
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Station wagon,Station wagon,103000,Manual,12900
Audi A3,Sedans,Sedans,138653,Manual,12900
Audi A3,Sedans,Sedans,124800,Manual,12900
Audi A3,Station wagon,Station wagon,146900,Manual,12890
Audi A3,Sedans,Sedans,123561,Manual,12880
Audi A3,Sedans,Sedans,110000,Manual,12500
Audi A3,Sedans,Sedans,165081,Manual,12480
Audi A3,Sedans,Sedans,183000,Manual,11999
Audi A3,Station wagon,Station wagon,209000,Manual,11790
Audi A3,Station wagon,Station wagon,204000,Manual,11790
Audi A3,Station wagon,Station wagon,193000,Manual,11990
Audi A3,Sedans,Sedans,67000,Manual,11990
Audi A3,Sedans,Sedans,156000,Manual,11990
Audi A3,Sedans,Sedans,122189,Manual,10950
Audi A3,Station wagon,Station wagon,5558,Manual,5555
Audi A3,Sedans,Sedans,64500,Automatic,18790
Audi A3,Sedans,Sedans,76500,Automatic,18790
Audi A3,Sedans,Sedans,31432,Manual,10550
Audi A3,Sedans,Sedans,29110,Automatic,18790
Audi A3,Sedans,Sedans,48000,Automatic,18790
Audi A3,Sedans,Sedans,48835,Automatic,18780
Audi A3,Station wagon,Station wagon,91100,Automatic,18780
Audi A3,Sedans,Sedans,26100,Automatic,18750
Audi A3,Station wagon,Station wagon,57962,Automatic,18750
Audi A3,Sedans,Sedans,58962,Automatic,18750
Audi A3,Sedans,Sedans,29800,Automatic,18750
Audi A3,Sedans,Sedans,135936,Automatic,18750
Audi A3,Sedans,Sedans,102234,Automatic,18720
Audi A3,Sedans,Sedans,31000,Automatic,18700
Audi A3,Sedans,Sedans,40700,Automatic,18700
Audi A3,Sedans,Sedans,79000,Automatic,18700
Audi A3,Sedans,Sedans,40700,Automatic,18700
Audi A3,Sedans,Sedans,41350,Automatic,18640
Audi A3,Sedans,Sedans,80000,Automatic,18500
Audi A3,Sedans,Sedans,71028,Manual,13480
Audi A3,Compact,Compact,110396,Manual,13500
Audi A3,Station wagon,Station wagon,69400,Manual,13479
Audi A3,Compact,Compact,104355,Manual,13450
Audi A3,Compact,Compact,88191,Manual,13444
Audi A3,Compact,Compact,82100,Manual,13400
Audi A3,Sedans,Sedans,152818,Manual,13399
Audi A3,Sedans,Sedans,136819,Manual,13280
Audi A3,Station wagon,Station wagon,79988,Manual,13250
Audi A3,Sedans,Sedans,69800,Manual,13000
Audi A3,Sedans,Sedans,92233,Manual,12980
Audi A3,Sedans,Sedans,70000,Manual,13250
Audi A3,Station wagon,Station wagon,116000,Manual,13100
Audi A3,Compact,Compact,72265,Manual,13100
Audi A3,Sedans,Sedans,136552,Manual,12990
Audi A3,Sedans,Sedans,92146,Manual,12960
Audi A3,Sedans,Sedans,149999,Manual,12950
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Sedans,Sedans,144000,Manual,12950
Audi A3,Compact,Compact,110396,Manual,13500
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Compact,Compact,100832,Manual,13500
Audi A3,Compact,Compact,110396,Manual,13500
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Compact,Compact,100832,Manual,13500
Audi A3,Compact,Compact,110396,Manual,13500
Audi A3,Compact,Compact,100832,Manual,13500
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Compact,Compact,110396,Manual,13500
Audi A3,Compact,Compact,100832,Manual,13500
Audi A3,Compact,Compact,110396,Manual,13500
Audi A3,Compact,Compact,109571,Manual,13500
Audi A3,Sedans,Sedans,96100,Manual,12949
Audi A3,Sedans,Sedans,78190,Manual,15980
Audi A3,Sedans,Sedans,70766,Manual,15840
Audi A3,Sedans,Sedans,157000,Manual,15950
Audi A3,Station wagon,Station wagon,69800,Manual,15990
Audi A3,Sedans,Sedans,71200,Manual,15980
Audi A3,Sedans,Sedans,61925,Manual,15980
Audi A3,Sedans,Sedans,81103,Manual,15830
Audi A3,Sedans,Sedans,77452,Manual,15990
Audi A3,Sedans,Sedans,70700,Manual,15680
Audi A3,Sedans,Sedans,70028,Manual,15820
Audi A3,Sedans,Sedans,49000,Semi-automatic,22500
Audi A3,Sedans,Sedans,50500,Semi-automatic,19000
Audi A3,Sedans,Sedans,133990,Semi-automatic,17600
Audi A3,Sedans,Sedans,73000,Semi-automatic,20000
Audi A3,Convertible,Convertible,37000,Semi-automatic,20000
Audi A3,Sedans,Sedans,57000,Semi-automatic,20000
Audi A3,Sedans,Sedans,73000,Semi-automatic,24900
Audi A3,Sedans,Sedans,20000,Semi-automatic,23500
Audi A3,Sedans,Sedans,13082,Semi-automatic,24900
Audi A3,Sedans,Sedans,20933,Semi-automatic,24900
Audi A3,Compact,Compact,46298,Semi-automatic,24860
Audi A3,Sedans,Sedans,10800,Semi-automatic,24700
Audi A3,Sedans,Sedans,23484,Semi-automatic,24500
Audi A3,Sedans,Sedans,29000,Semi-automatic,24500
Audi A3,Sedans,Sedans,20000,Semi-automatic,24500
Audi A3,Sedans,Sedans,58444,Semi-automatic,28300
Audi A3,Sedans,Sedans,16000,Semi-automatic,28300
Audi A3,Sedans,Sedans,15,Semi-automatic,27900
Audi A3,Sedans,Sedans,41,Semi-automatic,28000
Audi A3,Sedans,Sedans,42000,Semi-automatic,27900
Audi A3,Sedans,Sedans,70000,Semi-automatic,26900
Audi A3,Sedans,Sedans,18800,Semi-automatic,28000
Audi A3,Sedans,Sedans,38000,Semi-automatic,27500
Audi A3,Sedans,Sedans,19000,Semi-automatic,27000
Audi A3,Sedans,Sedans,11200,Semi-automatic,27500
Audi A3,Sedans,Sedans,61000,Semi-automatic,27500
Audi A3,Sedans,Sedans,30000,Semi-automatic,27000
Audi A3,Sedans,Sedans,13000,Semi-automatic,27000
Audi A3,Sedans,Sedans,47000,Semi-automatic,27000
Audi A3,Sedans,Sedans,1,Semi-automatic,26990
Audi A3,Sedans,Sedans,20,Semi-automatic,26900
Audi A3,Sedans,Sedans,60000,Semi-automatic,26900
Audi A3,Sedans,Sedans,16412,Semi-automatic,26500
Audi A3,Sedans,Sedans,90000,Semi-automatic,26500
Audi A3,Sedans,Sedans,0,Semi-automatic,26890
Audi A3,Sedans,Sedans,14500,Semi-automatic,26200
Audi A3,Sedans,Sedans,7000,Semi-automatic,26100
Audi A3,Sedans,Sedans,59700,Semi-automatic,26000
Audi A3,Sedans,Sedans,90000,Semi-automatic,26000
Audi A3,Sedans,Sedans,16000,Semi-automatic,25890
Audi A3,Sedans,Sedans,55000,Semi-automatic,26000
Audi A3,Sedans,Sedans,51000,Semi-automatic,26000
Audi A3,Sedans,Sedans,7790,Semi-automatic,25500
Audi A3,Sedans,Sedans,51000,Semi-automatic,25500
Audi A3,Sedans,Sedans,17000,Semi-automatic,25400
Audi A3,Sedans,Sedans,78000,Semi-automatic,25000
Audi A3,Sedans,Sedans,2800,Semi-automatic,25000
Audi A3,Sedans,Sedans,50000,Semi-automatic,25000
Audi A3,Sedans,Sedans,47000,Semi-automatic,25000
Audi A3,Sedans,Sedans,32000,Semi-automatic,24950
Audi A3,Compact,Compact,57000,Semi-automatic,24950
Audi A3,Sedans,Sedans,22500,Semi-automatic,24000
Audi A3,Sedans,Sedans,8250,Semi-automatic,23900
Audi A3,Sedans,Sedans,44400,Semi-automatic,23900
Audi A3,Sedans,Sedans,36893,Semi-automatic,24500
Audi A3,Sedans,Sedans,30000,Semi-automatic,24000
Audi A3,Sedans,Sedans,47000,Semi-automatic,24000
Audi A3,Sedans,Sedans,28000,Semi-automatic,23900
Audi A3,Sedans,Sedans,25000,Semi-automatic,23900
Audi A3,Sedans,Sedans,65700,Semi-automatic,22500
Audi A3,Sedans,Sedans,133000,Semi-automatic,23900
Audi A3,Sedans,Sedans,10000,Semi-automatic,23700
Audi A3,Sedans,Sedans,10,Semi-automatic,22500
Audi A3,Sedans,Sedans,44000,Semi-automatic,23500
Audi A3,Sedans,Sedans,19000,Semi-automatic,22500
Audi A3,Sedans,Sedans,46000,Semi-automatic,22500
Audi A3,Sedans,Sedans,36000,Semi-automatic,22500
Audi A3,Sedans,Sedans,89000,Semi-automatic,22500
Audi A3,Sedans,Sedans,16800,Semi-automatic,22300
Audi A3,Sedans,Sedans,15000,Semi-automatic,22400
Audi A3,Sedans,Sedans,29000,Semi-automatic,22000
Audi A3,Sedans,Sedans,51500,Semi-automatic,22100
Audi A3,Sedans,Sedans,28000,Semi-automatic,22400
Audi A3,Sedans,Sedans,92000,Semi-automatic,22000
Audi A3,Sedans,Sedans,58000,Semi-automatic,22000
Audi A3,Sedans,Sedans,60000,Semi-automatic,22000
Audi A3,Sedans,Sedans,10000,Semi-automatic,22000
Audi A3,Sedans,Sedans,63000,Semi-automatic,22000
Audi A3,Sedans,Sedans,78500,Semi-automatic,23500
Audi A3,Sedans,Sedans,96000,Semi-automatic,22000
Audi A3,Sedans,Sedans,60000,Semi-automatic,22000
Audi A3,Sedans,Sedans,78000,Semi-automatic,22000
Audi A3,Sedans,Sedans,19000,Semi-automatic,23490
Audi A3,Sedans,Sedans,30000,Semi-automatic,23500
Audi A3,Sedans,Sedans,59000,Semi-automatic,23400
Audi A3,Sedans,Sedans,20000,Semi-automatic,23200
Audi A3,Sedans,Sedans,44000,Semi-automatic,23000
Audi A3,Sedans,Sedans,15000,Semi-automatic,23000
Audi A3,Sedans,Sedans,55000,Semi-automatic,23000
Audi A3,Sedans,Sedans,98000,Semi-automatic,23000
Audi A3,Sedans,Sedans,98000,Semi-automatic,23000
Audi A3,Sedans,Sedans,55000,Semi-automatic,22950
Audi A3,Sedans,Sedans,4300,Semi-automatic,22900
Audi A3,Sedans,Sedans,15000,Semi-automatic,22900
Audi A3,Sedans,Sedans,15000,Semi-automatic,22900
Audi A3,Sedans,Sedans,17588,Semi-automatic,22900
Audi A3,Sedans,Sedans,13762,Semi-automatic,22900
Audi A3,Sedans,Sedans,27000,Semi-automatic,22900
Audi A3,Sedans,Sedans,61200,Semi-automatic,22800
Audi A3,Sedans,Sedans,90000,Semi-automatic,20000
Audi A3,Sedans,Sedans,81000,Semi-automatic,20000
Audi A3,Sedans,Sedans,40000,Semi-automatic,20000
Audi A3,Sedans,Sedans,27000,Semi-automatic,20000
Audi A3,Sedans,Sedans,27100,Semi-automatic,19980
Audi A3,Sedans,Sedans,96000,Semi-automatic,20000
Audi A3,Sedans,Sedans,54500,Semi-automatic,20000
Audi A3,Sedans,Sedans,112000,Semi-automatic,19500
Audi A3,Sedans,Sedans,60888,Semi-automatic,19800
Audi A3,Sedans,Sedans,44000,Semi-automatic,19500
Audi A3,Sedans,Sedans,82000,Semi-automatic,19900
Audi A3,Sedans,Sedans,51000,Semi-automatic,19500
Audi A3,Sedans,Sedans,59400,Semi-automatic,19300
Audi A3,Sedans,Sedans,23862,Semi-automatic,19370
Audi A3,Sedans,Sedans,57000,Semi-automatic,19200
Audi A3,Sedans,Sedans,69000,Semi-automatic,19000
Audi A3,Sedans,Sedans,40000,Semi-automatic,19000
Audi A3,Sedans,Sedans,98857,Semi-automatic,21950
Audi A3,Sedans,Sedans,73000,Semi-automatic,21500
Audi A3,Sedans,Sedans,25600,Semi-automatic,21500
Audi A3,Sedans,Sedans,67000,Semi-automatic,21500
Audi A3,Sedans,Sedans,127000,Semi-automatic,21500
Audi A3,Sedans,Sedans,48000,Semi-automatic,21500
Audi A3,Sedans,Sedans,55000,Semi-automatic,21500
Audi A3,Sedans,Sedans,20,Semi-automatic,21500
Audi A3,Sedans,Sedans,41603,Semi-automatic,21499
Audi A3,Sedans,Sedans,63000,Semi-automatic,21400
Audi A3,Sedans,Sedans,94000,Semi-automatic,21000
Audi A3,Sedans,Sedans,85000,Semi-automatic,20999
Audi A3,Sedans,Sedans,50900,Semi-automatic,20900
Audi A3,Sedans,Sedans,39000,Semi-automatic,20900
Audi A3,Sedans,Sedans,54000,Semi-automatic,20500
Audi A3,Sedans,Sedans,31000,Semi-automatic,20400
Audi A3,Sedans,Sedans,73000,Semi-automatic,20500
Audi A3,Sedans,Sedans,45000,Semi-automatic,20009
Audi A3,Sedans,Sedans,45000,Semi-automatic,19000
Audi A3,Sedans,Sedans,58000,Semi-automatic,19000
Audi A3,Sedans,Sedans,119900,Semi-automatic,18900
Audi A3,Sedans,Sedans,62900,Semi-automatic,20200
Audi A3,Sedans,Sedans,85480,Semi-automatic,18900
Audi A3,Sedans,Sedans,100000,Semi-automatic,18500
Audi A3,Sedans,Sedans,149000,Semi-automatic,18490
Audi A3,Sedans,Sedans,54000,Semi-automatic,18500
Audi A3,Sedans,Sedans,62000,Semi-automatic,18500
Audi A3,Sedans,Sedans,61200,Semi-automatic,18500
Audi A3,Sedans,Sedans,49045,Semi-automatic,18500
Audi A3,Sedans,Sedans,70000,Semi-automatic,18500
Audi A3,Sedans,Sedans,50000,Semi-automatic,18300
Audi A3,Sedans,Sedans,54000,Semi-automatic,18200
Audi A3,Sedans,Sedans,49000,Semi-automatic,18000
Audi A3,Sedans,Sedans,60000,Semi-automatic,18000
Audi A3,Sedans,Sedans,114230,Semi-automatic,17800
Audi A3,Sedans,Sedans,75000,Semi-automatic,18000
Audi A3,Sedans,Sedans,121000,Semi-automatic,17899
Audi A3,Sedans,Sedans,39000,Semi-automatic,17890
Audi A3,Sedans,Sedans,122000,Semi-automatic,17590
Audi A3,Sedans,Sedans,55000,Semi-automatic,17500
Audi A3,Sedans,Sedans,80000,Semi-automatic,17500
Audi A3,Sedans,Sedans,62000,Semi-automatic,17490
Audi A3,Sedans,Sedans,59000,Semi-automatic,17000
Audi A3,Sedans,Sedans,83500,Semi-automatic,16800
Audi A3,Sedans,Sedans,98500,Semi-automatic,16800
Audi A3,Sedans,Sedans,95000,Semi-automatic,16700
Audi A3,Sedans,Sedans,125000,Semi-automatic,16500
Audi A3,Sedans,Sedans,56000,Semi-automatic,16500
Audi A3,Sedans,Sedans,84000,Semi-automatic,16350
Audi A3,Sedans,Sedans,96000,Semi-automatic,16200
Audi A3,Sedans,Sedans,98000,Semi-automatic,16000
Audi A3,Sedans,Sedans,165000,Semi-automatic,15900
Audi A3,Sedans,Sedans,169000,Semi-automatic,15890
Audi A3,Sedans,Sedans,161000,Semi-automatic,15500
Audi A3,Sedans,Sedans,150000,Semi-automatic,15500
Audi A3,Sedans,Sedans,157000,Semi-automatic,15450
Audi A3,Sedans,Sedans,150000,Semi-automatic,14800
Audi A3,Sedans,Sedans,152000,Semi-automatic,14000
Audi A3,Station wagon,Station wagon,87000,Manual,15790
Audi A3,Sedans,Sedans,96400,Manual,15790
Audi A3,Sedans,Sedans,70000,Manual,15799
Audi A3,Sedans,Sedans,53500,Manual,15780
Audi A3,Sedans,Sedans,80617,Manual,15780
Audi A3,Sedans,Sedans,84386,Manual,15750
Audi A3,Sedans,Sedans,87330,Manual,15750
Audi A3,Sedans,Sedans,101000,Manual,15700
Audi A3,Station wagon,Station wagon,142036,Manual,15750
Audi A3,Sedans,Sedans,89991,Manual,15700
Audi A3,Sedans,Sedans,83000,Manual,15700
Audi A3,Station wagon,Station wagon,61100,Manual,15700
Audi A3,Sedans,Sedans,57809,Manual,15700
Audi A3,Sedans,Sedans,89138,Manual,15700
Audi A3,Sedans,Sedans,108000,Manual,15699
Audi A3,Sedans,Sedans,116593,Manual,15680
Audi A3,Sedans,Sedans,92816,Manual,15930
Audi A3,Sedans,Sedans,111900,Manual,15930
Audi A3,Sedans,Sedans,81295,Manual,15930
Audi A3,Sedans,Sedans,50000,Manual,15990
Audi A3,Station wagon,Station wagon,89812,Manual,15990
Audi A3,Sedans,Sedans,42152,Manual,15990
Audi A3,Station wagon,Station wagon,111900,Manual,15930
Audi A3,Sedans,Sedans,98000,Manual,15900
Audi A3,Sedans,Sedans,142800,Manual,15900
Audi A3,Sedans,Sedans,100000,Manual,15900
Audi A3,Sedans,Sedans,97000,Manual,15900
Audi A3,Station wagon,Station wagon,32472,Manual,15900
Audi A3,Sedans,Sedans,55927,Manual,15900
Audi A3,Sedans,Sedans,79575,Manual,15900
Audi A3,Sedans,Sedans,108500,Manual,15900
Audi A3,Sedans,Sedans,42000,Manual,15900
Audi A3,Sedans,Sedans,47000,Manual,15900
Audi A3,Sedans,Sedans,129800,Manual,15900
Audi A3,Sedans,Sedans,61446,Manual,15900
Audi A3,Sedans,Sedans,50000,Manual,15900
Audi A3,Compact,Compact,118982,Manual,15900
Audi A3,Sedans,Sedans,53000,Manual,15990
Audi A3,Sedans,Sedans,59843,Manual,15990
Audi A3,Sedans,Sedans,55000,Manual,16000
Audi A3,Sedans,Sedans,61000,Manual,16000
Audi A3,Sedans,Sedans,5410,Manual,16000
Audi A3,Compact,Compact,108000,Manual,15900
Audi A3,Sedans,Sedans,89000,Manual,16000
Audi A3,Sedans,Sedans,65000,Manual,16000
Audi A3,Sedans,Sedans,76662,Manual,15999
Audi A3,Sedans,Sedans,61418,Manual,16000
Audi A3,Sedans,Sedans,94000,Manual,16000
Audi A3,Sedans,Sedans,40354,Manual,15999
Audi A3,Sedans,Sedans,101000,Manual,15999
Audi A3,Sedans,Sedans,79307,Manual,15999
Audi A3,Sedans,Sedans,31000,Manual,15999
Audi A3,Sedans,Sedans,90069,Manual,15995
Audi A3,Sedans,Sedans,105259,Manual,15999
Audi A3,Station wagon,Station wagon,47786,Manual,15990
Audi A3,Sedans,Sedans,110712,Manual,15980
Audi A3,Sedans,Sedans,146839,Manual,15980
Audi A3,Sedans,Sedans,53994,Manual,15890
Audi A3,Sedans,Sedans,50800,Manual,15890
Audi A3,Sedans,Sedans,64500,Manual,15899
Audi A3,Sedans,Sedans,122300,Manual,15890
Audi A3,Sedans,Sedans,53411,Manual,15890
Audi A3,Sedans,Sedans,87000,Manual,15890
Audi A3,Sedans,Sedans,46928,Manual,15890
Audi A3,Sedans,Sedans,32185,Manual,15890
Audi A3,Sedans,Sedans,54200,Manual,15880
Audi A3,Sedans,Sedans,26280,Manual,15880
Audi A3,Sedans,Sedans,124511,Manual,15870
Audi A3,Station wagon,Station wagon,43424,Manual,15850
Audi A3,Sedans,Sedans,31992,Manual,15850
Audi A3,Sedans,Sedans,127892,Manual,15850
Audi A3,Sedans,Sedans,39722,Manual,15850
Audi A3,Sedans,Sedans,77320,Manual,15850
Audi A3,Sedans,Sedans,116000,Manual,15990
Audi A3,Sedans,Sedans,71760,Manual,15990
